AAPL,2008-06-10,180.51,186.78,179.02,185.64,40728600
AAPL,2008-06-09,184.79,184.94,175.75,181.61,67442600
AAPL,2008-06-06,188,189.95,185.55,185.64,34438700
AAPL,2008-06-05,186.34,189.84,185.7,189.43,26980200
AAPL,2008-06-04,184.02,187.09,183.23,185.19,25963700
AAPL,2008-06-03,186.86,188.2,182.34,185.37,26804300
AAPL,2008-06-02,188.6,189.65,184.53,186.1,24280000
AAPL,2008-05-30,187.45,189.54,187.38,188.75,21792300
AAPL,2008-05-29,186.76,188.2,185.5,186.69,23113800
AAPL,2008-05-28,187.41,187.95,183.72,187.01,26570700
AAPL,2008-05-27,182.75,186.43,181.84,186.43,28210900
